the_geom,district_agency,districts,shape_leng,shape_area,province_territory,status,objectid,cartodb_id,created_at,updated_at
0106000020E6100000010000000103000000010000001700000000717E2C5AB75240D8907A0B08574140945DD299F6AA5240F7B14768B0594140DC8130A121A5524070144B9992624140EB67CFBB60935240B8F454C815664140E0389BBE88895240D0CF6AA1FE58414004C5C743747D5240BF01B8C32C5941408B3E3723AD7C5240F02B5EF35A494140C33B73E184795240209E8A3A753F4140340B58A634715240408312FD8F314140609C8271CD70524060C74BD0C54141400486D4AD3F695240281CF834164941403092447E4F6A5240A88A6A7E9257414014CA5544A870524010B6200254664140508944C6207F52400084BEFD6D6F41402C48D0FEBA855240186019BE1483414013A8D6196B8752403864116CC08F41401BC7FF9FE88F5240581700C009854140F8E1FF3F01985240D0ECFF3FD7874140F8FCF11D029C52405063DA27CB904140FF8A0080C6A45240A82401A06382414084F3FF9F9BA65240C0FEFF1FAC754140006D00E041AE524040A6FF3F336E414000717E2C5AB75240D8907A0B08574140,Neelum,Neelum,3.913392,0.309119,Azad Jammu & Kashmir,District,8,8,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000000D0000009879BAD4707E5240A0FE9C90EEF540407C6219F0AC835240A013313241E840401001D3FA327D52404869258432DC4040A4568AE711815240208993DC19CC40404BFDF0D8FA79524050C0F2B5E5CC40408C6D20FC3A7D5240A8637371C8D44040DF2D15C11C6F524048FE5883DDE64040D023F97692645240905B2D6B7DE9404010FD98C1BF645240B0E5200D6EF44040DCDDA9820B695240F08C2F843DFD404070F74A7846705240E808FE10A5F140408CA4AD7CDE7A524008923A067BF140409879BAD4707E5240A0FE9C90EEF54040,Poonch,Poonch,1.882087,0.070072,Azad Jammu & Kashmir,District,9,9,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000003200000044C499191E90504020924C9DDA7A3A40336434E4638A504010FF26C57D463A40A8E8E99BE28C5040E07B725D47293A4010844C3CA49050403030190192D93940A0CD3787998C5040903DFED94AB13940B808193E7A84504060444266EC7939406CDB69E63A81504090AAD5DE09743940103810C3367A5040C0BF4AA73A7F394014C43E99F86F5040000FD5D9DC833940205B129CE06250405FC92B66266F3940647A33856B625040A01670DF818E394078097FA2CC5D5040C0B60CA7BDA939404C0190DEAC5550400077CE7D4C97394038A3B37B004D50402040135BA98E3940FFD01FF5F74A5040FFEC37000F9A3940C4247AC22C4250400F8386207991394064ACA3768C1E504020A95EE2267E39409829BD5AE11650404F4E269AB76E39405491F0341D12504030ADDD62817639405C8A5BEAF3085040DF6878F59C7739406C18254CF10A50403FDB87F74A8F3940C8AF5A15460D5040F07F3C8D7C9B3940788A7F188D165040D0AFD716CFA339402453BE23B111504080F9419D51C0394088C2F3F80D185040A080BEFA92003A40F416B04622205040B0F56864BE103A407069CD7CD61F5040F0DF6525462D3A4054BBABDE741C5040B095211DC63A3A4094B1F980811C5040008849BB915D3A40083008A5C63A504070EE305C205E3A409C74B2BD8D3A50401F7E0E4663733A407C8A09822F4850400098375C49A13A4048DF6F1A1A535040B0CEAF60A9CD3A405CB4687C855550402075346839E53A40649FEE5F3A56504040F01120D6FB3A40249DAB1879625040807EEC85FA413B403CFE8C28F365504050818701E36A3B40406FC841CF715040F0255F01805B3B40B4744324F8745040A04CB823B34E3B408448E7A55E7A5040B04B7961AD233B40F81B9D1EF37F5040408D77073C253B4040B901BD4183504000A7738170193B4017216CBF0B80504050B5F2BB26D63A4070CA8C9B957B5040308F49BCA19C3A40708380E4B87B5040604E4399B18A3A40383C6BA5C8825040A06EAA41D95F3A405440C0C33485504050BA1023105E3A40A86D6767B8865040A05A223ADB7C3A40E74A62FB058C5040F0A115DBD8913A4044C499191E90504020924C9DDA7A3A40,Awaran,Awaran,8.775564,2.256718,Balochistan,District,11,11,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001400000048EA37D0837D51409080C74C98523E40287B0080E0845140605700E02D433E408CD50000D17F51406FFB02C0D32D3E402893FFBFB27E5140004901A0A5133E40C4EFC1F32B785140FFEE2B1717E63D40101C00007F7251402F490280D0C43D40C0B2C82458695140104699456DAF3D4014B0155FD762514060A816C0C3B43D407420B1655A505140F05CE9C2809C3D40ACA295FBD145514060CEAC79A2AF3D40AC06ED40DF43514011EC1BF1F3B93D40583A2DA57D4C514070C2CA83B8D13D40A41516BAE5585140A09D4F0148E53D40E318ADF9915E514050358B6BFC003E40ACF2D43CDC5951409081E348780B3E40005D9782045C514070FF47D6D8193E402460CDFC0766514090A64CFC48233E40343BE7A9546F5140B0531D08BF5B3E40FC23F7E8467351405F56F4CD834A3E4048EA37D0837D51409080C74C98523E40,Barkhan,Barkhan,3.330464,0.328535,Balochistan,District,12,12,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000003900000090CC3B80464850409F17DA14388D3D4008F1263AB6505040C0E68C1DD9693D40C45735957A5E5040D082319C6D083D4050590AF60F5950400072C59BD9FB3C405026184892575040807C5392F1F73C40C8A12C4A454A504070C62F368CD03C40700EB0449D4250401FD79EB385CB3C403CAF35C9743A5040DF1DCE4DDAAE3C40BC9A5701603A504070C41886CAAE3C409866181CEB3350404F53CAC8F2B13C40A7AA297FEB1F5040B0351B79929C3C40E04853EB0C1A5040B074AB50FD853C40149900001C085040A01DFBFFBB773C4004C901006E00504030730100E0613C4047CAF9FF35F64F40E037F6FF0B613C40F07EBC0670E94F4070FF258D274E3C40F8535DC755A14F4040E41C5CCC463C402130BD1D3F9A4F4000FE6B03D62E3C40A743E22B71884F402052BA42101C3C4047C13DC03D874F401079040E1C1A3C402FE73B622E844F40807FCF1350153C4051AF0C3E92824F40BF09B77EDB123C4070879D5DF6814F40E001F96ED5113C40D8A59A371A804F40F0225E47660E3C40A04101DCA8774F40DFFD55755B003C40BF7CDA7002734F408FDDA78C30F63B40A8537172EF724F4040F4BBE404F63B402F373634A2714F40F07D818009F33B4078188ACA2A6F4F408050436452EE3B409F690C87A6664F4000D2ECEE89E33B401FC5014055624F40200AFFBF4B083C40D0630060BA644F404000FD7FFB473C40584A0100D14B4F405061010050413C4057CAFF1F47384F40D06E02A039683C40C0ABFFDFEC254F40E007FCBFA4763C40F0C0FF1FD20E4F40DF07FE7F2F7C3C40482AFF1F92FA4E409FE20240778C3C40782700A0EEE64E4030350220E2A33C40F873FF3F2CD74E401FF9FF9F45C53C40BFFBFF7F8DC04E404F85FE7FEE013D40183501A0DEB64E403F60FE9F9B313D405F9BFF9FCAAD4E40E0CAFF7F64483D4007990080B1AF4E401FBCFF9F42593D40314EFFBFA6984E40702CFE7FA3803D40CF5D36E175704E400FC392A29DDC3D40F8BD3CBF85D34E4080A696D02DA03D4018BA1FCD563A4F405F1F0E4693633D40D8BF5B5DA8AE4F407FCA2A9DF3793D4068FCB3C7A0CB4F40A064C9938C7D3D4080BB915C12025040E0484AF8ED6A3D4028EBF31FBD065040A0BFED52A2603D4033F8ACE1BF095040EFB7FD6916733D404834E57F131150401FF3218C1A863D40A0F52E1A351F50407079299860923D402861F3857128504070E317C7C1943D4068965C834A445040A00564B846893D4090CC3B80464850409F17DA14388D3D40,Chaghi,Chaghi,11.373019,4.117601,Balochistan,District,13,13,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000021000000ACD2FFDF4757514020DEFF3F15723C40FCBAE70029485140B0C1EFE2CB703C4020ABEB80D03151406022FE83CF7B3C40AC6E0D9FFB1D5140D03DDDBB7CA53C4074137AF6AE1C514070FB78C38BAC3C401064EFE6971A51405028201A43F73C409812C2E38018514060A2D7B8AB0C3D40AC4FDA0687125140409A2CBC3E293D4088021327FC1251405082FB5AE8393D40389C19D6221F51403FF897DEAA373D403F4E15AA482A5140103069D99A433D407BD03267E93A5140203016DD05393D40C0383A1D0D415140C046347AB7423D409C90A35BFF4B5140C0C6755B70423D403C30907D7E515140109C11F986583D40D3AEDA27D65D514000C84E2765723D4004C07921C95F51409FB6D58006843D403C4C39C7455B514070D4A9C42F8B3D40884367E605615140FF9CA9E071A93D4020338CE03F685140EFEF768A31AB3D40F81B00A0DA6551406F7F02C044A03D40A8A3FF9F10645140CF1DFF9F67753D40C8830080BA6A5140F02B0220CA5C3D409C0B00A0E2685140D0A60180B7513D40449000009E6F514080E10020863C3D4018D00020346D51400FC3FDDFF3163D40747DFFFFA2695140C0B9FE3FD2103D403887FFFFC16451404F2AFEFF37F43C405C0800A0555F514090EFFDBF3DE43C405C1300401B6251403076FD7FE9C53C4088820060F05A5140A08900C001993C40844CFFBFC75451400035FE5F0E8E3C40ACD2FFDF4757514020DEFF3F15723C40,Dera Bugti,Dera Bugti,5.132102,0.952769,Balochistan,District,14,14,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000026000000C0B2C82458695140104699456DAF3D4020338CE03F685140EFEF768A31AB3D40884367E605615140FF9CA9E071A93D403C4C39C7455B514070D4A9C42F8B3D4004C07921C95F51409FB6D58006843D40D3AEDA27D65D514000C84E2765723D403C30907D7E515140109C11F986583D409C90A35BFF4B5140C0C6755B70423D40C0383A1D0D415140C046347AB7423D407BD03267E93A5140203016DD05393D403F4E15AA482A5140103069D99A433D40389C19D6221F51403FF897DEAA373D4050A9D17AF8155140505B70D98A433D40D806187D580B5140C1F26121DC5F3D40E0960C1F5706514021E1B0C34D6B3D40C0781E3D650C514091246F18A6953D40D8044E4800115140603157A5E4A03D4028D54F26A71B5140E0D57E20C19F3D40181DA4C6A224514050DB22E287BB3D406FCCFC5E5C245140B028FD5A2FD43D40443A887AC3195140AF96F3A5DBE73D4013612C647D1951401FC1F096B7EF3D40041E9338341A5140D062893B1E043E4093D953628B235140E06CBEC057EA3D40384D6BDF7D3351409FB7C904EEF23D4000F6589A703C5140B06AEE7C3C073E40A089FA3A9B42514090A0C899E4F93D406830DA7F824B5140D006D3FE02023E404CC14F4F6D555140BFA040B036023E40ACF2D43CDC5951409081E348780B3E40E318ADF9915E514050358B6BFC003E40A41516BAE5585140A09D4F0148E53D40583A2DA57D4C514070C2CA83B8D13D40AC06ED40DF43514011EC1BF1F3B93D40ACA295FBD145514060CEAC79A2AF3D407420B1655A505140F05CE9C2809C3D4014B0155FD762514060A816C0C3B43D40C0B2C82458695140104699456DAF3D40,Kohlu,Kohlu,5.494929,0.71964,Balochistan,District,29,27,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000003700000048382F4AD2E34E40B08A00434AD13940EF9972903BE74E4070AAC2F76AB33940C831767AE8FA4E4080685ADC39A939407FDDC52777014F402F306F97C9B63940389E213FC5094F40C086C3E1D3AD3940DF1BFF63780E4F4050FCBD433D933940C7ADEF43EE064F40B09E9CBC46823940A89C543BE30F4F4060D997673E7939406FB7689EC4334F403FB57A1FDB8D3940D8C7F560E9664F40407EB4A1E69039404F68D3A7D37D4F40605DD13CEA9839404F9B3ADF8A844F40D0EDFB4795873940A7F2A39F5AAD4F403064D3BBE47D3940E896D906E0BB4F401F3D52024D68394008E6FA85F5E34F40103E3667D48E3940DFE1825DE2FF4F40B0BC6DBCB19C39406C18254CF10A50403FDB87F74A8F39405C8A5BEAF3085040DF6878F59C7739405491F0341D12504030ADDD62817639409829BD5AE11650404F4E269AB76E394064ACA3768C1E504020A95EE2267E3940C4247AC22C4250400F83862079913940FFD01FF5F74A5040FFEC37000F9A394038A3B37B004D50402040135BA98E3940B473A6D80E4D5040901CACA387663940B4790ECA3C4F5040D06C6FF12B583940E4EBFFBF024A504060B702A05B4E3940CC6DFF5FB33F50405FC803A040533940ECACFF5FFE2F50408F3C03002952394087E9FFFFBD265040C0320120DF3A3940F0F9FFDFC9225040D04501403E453940C84EFF1F99195040CF1A01605B3D394008A0FF3F4B0E5040A0E0002068513940D87C016015F94F4080540200F7553940DF0200E068D64F4060ED0000F6613940D887002090C44F4060F2FCBF81583940580CFEFFBDBC4F4080DBFF9F0D443940101101A0ADBD4F40E0A5FC9FC3323940FF390120DB914F4010E9FB5FFB4139401725FF1FE9804F4030BBFD9FEC353940D85D01402E544F40408302E0F04239406078FE9F4A3F4F4070A30200BB403940685800E0982D4F406F1EFFFF7F2B3940EF590120CE1B4F4020F0FE3F17373940A8CAFF3FDD0A4F40706E00A026303940E842FE5F970C4F40D02FFE3F9F1839408F6EFE5FF6EF4E40D084FE7F491A3940B742002027EC4E40001C02601E0B39409054FF7FB1DC4E40C043FF5FD60D3940E8CFFF9F81E44E40EFDF02C01F28394040AF00805FD94E404F81016049343940D8B8FE5F23CE4E4020A6FF5FE831394038E90020EBD34E402092FFDF284C3940708301E037D84E40D00A002096CC394048382F4AD2E34E40B08A00434AD13940,Gwadar,Gwadar,11.684637,1.038382,Balochistan,District,15,15,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000180000009048031F530D5140CF2CFA867C2C3E40041E9338341A5140D062893B1E043E4013612C647D1951401FC1F096B7EF3D40880039A3741151405FA38E1BA0EE3D40703D95BB1F0451408F83CE6270E33D40C8FC0AE0D4015140701F393811D13D40241D4B437EFE5040AF68D0F902D73D406C8DDB26B50051407FB2B23CC8F53D403F7628BF3DFE50401F08F2BE9A053E40E0C5C33DD4F1504040B0603983043E4078912E3EA7F250407FE2A97C07103E4077CBA45816EB5040E080FAB443203E4074196F61F7E3504090FF5BA0C3173E409CE19EA53EE15040903D9F80EF073E400C3C7BBBA7DB504070750F5E4B0D3E4098C4E71767DA504090EBAEE42C2D3E40ECA083A3C9D1504030AE109A35353E40FC651C9CEED15040A017823A37553E406C83A31A5BDF5040F07925DBBB503E409B35797C50E550405FE57E7BFA463E4014A96DA673F05040C0610EC51D5B3E40F03FAAB19BF750404F07286634583E407031C5EE510651409FD66BE5D6423E409048031F530D5140CF2CFA867C2C3E40,Harnai,Harnai,3.724538,0.286749,Balochistan,District,16,16,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000015000000C39C0B1CCA1B5140D06C021BB5683C40C8FDFF1F7818514030BA01E01B573C40F0D6FFBFF6175140DF99FEBFE7523C40F47E683AEB135140A0C7597E94453C40ACC6FF5FCD125140EFBFFF7F62443C4024410040600D5140903EFE9F153E3C40B083ADE3B8045140AFC2A35700233C40546B00207703514000A40140F11E3C40309DFF3F420151409095FF9F09183C4040FDFF5F23015140FF20026090173C406392CDFE6DFA5040402D4A1E8AFE3B40C486E964ECEA5040005937812AEF3B40F0DEF03A36E85040206A2C73FB253C404332968F6EF35040D0A8F8671C343C40772E9A43DAFC5040205009BFFB3C3C401844EBC28A04514090561F5B03573C40341D87A10C0551405089F409EE623C40EBECCCE4090D5140C09CCC90DD703C40881EF2446F18514070DDCB3F9E733C4068E7F24A7C185140C0AAC9790E903C40C39C0B1CCA1B5140D06C021BB5683C40,Jaffarabad,Jaffarabad,2.348028,0.156419,Balochistan,District,17,17,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000120000004CE2F006D4EB50404079D86292D63C403C1FA511A9F1504010C39F62AD9B3C401C09F11876F250402042B003C18D3C40DF9E0A0B87EF5040B09C8D973B6D3C404332968F6EF35040D0A8F8671C343C40F0DEF03A36E85040206A2C73FB253C40C486E964ECEA5040005937812AEF3B40D0E8FFDF41DB50408F8EFF3F8BE43B4008BFFF3F3BD9504070740080E0E83B40C0E87D261AD95040D0F1E266AA3A3C403C18C61DF4D4504080F2F405B4673C40F7721C3D72CD5040E0EF61C8B77E3C40D023A3291BCF50407FB61D3F4BB73C401CB0045B39D5504070786822D3B43C402051CD9B40DC5040FF579C0454C23C404871D2580CE05040E11776BD59B63C4020CE14E332E2504050BDEDE7D5D23C404CE2F006D4EB50404079D86292D63C40,Jhal Magsi,Jhal Magsi,3.030243,0.35544,Balochistan,District,20,19,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000021000000D4DD2D4615D850401F3E1E8AE2EB3D40546EE3A421DC50405F43CEBBE0E53D40EBFCBC058FE050403F3D751A21B73D4088CC65E7DBF15040BFF3A7C3BE983D4060ED0C83ECF35040B0CC5A2060763D40A457BC3F12F8504050D6DB5B076E3D401C4240A302F85040C08C252705553D40B3D98DFCF6FE5040701F1E131A603D402B971563EFFE504060FAD88342253D40AC9E0DBA71FD504030315EFCD5163D40E0E8E998F2EE5040DFA23045CA253D408310A37968EF5040B01041C14F173D404CF7B49E9CE950403F2121A20EE83C404CE2F006D4EB50404079D86292D63C4020CE14E332E2504050BDEDE7D5D23C404871D2580CE05040E11776BD59B63C402051CD9B40DC5040FF579C0454C23C401CB0045B39D5504070786822D3B43C40D023A3291BCF50407FB61D3F4BB73C4068D8375F94D15040C09FBF2363DB3C4018DF031FA3D4504040213F04F5E13C40D88EE6DB1ED950402060067AE3133D40286A4364CADD5040600FCFA2A2363D40B01948BC52DC504070E47AFDEE603D4014B2772061D65040BF06CC804F733D40C0FE14C01BD550406F25BA27B5863D404C903B69EAC7504040334F5306833D40C44A87DC92D15040806E333A05B43D40D4E0188557C950405011101D1CCD3D40B4B0403EFBC75040A193346CBAF13D4054AD718635CF50405FC776794CFA3D40DB1A88C7BDD15040C03E281CA8ED3D40D4DD2D4615D850401F3E1E8AE2EB3D40,Kachhi,Kachhi,4.676993,0.498322,Balochistan,District,22,20,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000290000004C903B69EAC7504040334F5306833D40C0FE14C01BD550406F25BA27B5863D4014B2772061D65040BF06CC804F733D40B01948BC52DC504070E47AFDEE603D40286A4364CADD5040600FCFA2A2363D40D88EE6DB1ED950402060067AE3133D4018DF031FA3D4504040213F04F5E13C4068D8375F94D15040C09FBF2363DB3C403CF9F9828DB15040001FF49DB8D03C40D7FC41E627A8504090CC3F407B953C40CCE03F1822A15040C0315902F78C3C402048F397749B50402F9DEAFFA16D3C4098BA14A73CA150404F896A852C493C4004F12BE0F69F504070D7E462C52A3C4000E4BEBA8E905040301ADBA25A0D3C40F4124BA35E885040F07F94A527F63B40384684427A7D50401F937C5B33F03B40A843525DB67D5040507B3EBF870A3C4007C72959AE78504030E74C8552113C40D083CBFAC6795040AFF72F80492C3C40283BC0A3327550404054461EF8363C407076915AF3785040F01159D89E5B3C40B869EC7B707F50405009E7B884793C40E0D85402638550409055DA7E97A23C40CB388DE4D4855040D09D1E581AB93C402CA10000E4805040B060E9FF9FBB3C4030268CD5CF875040CF9B09D672F03C40C31405005089504050B40A0094133D4020263FBFD18650407FDE6E07222D3D401CBE128B6F8A50400F2DD7C461543D40BC4AB783568C5040D02C84705D623D403C190300E5955040002A15004C563D40C4031A1DD2A1504030A26E249A963D40B0F6C1C491A850402FA464239B9D3D408C1DD2416BA75040E004B2B961763D40DCD12C646BAA5040BF9039BBA2723D4014ADF64363B25040A035D9A3938F3D406CE6D45FF4B650400F6F1EBD798C3D400CF15FC235B450403F955603816E3D402CA9963FFBC3504000FA653CD96E3D404C903B69EAC7504040334F5306833D40,Kalat,Kalat,6.384437,1.284512,Balochistan,District,23,21,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000090000000F0913DE24F05140E036607408ED40405F2600600DF75140A8870080D1DF4040E0F3FFBF0BF45140C8FDFEFF59D9404040B77ED0E0F15140F0DFABF50DD7404024F119FA26EC514090D5339C1ED440408C0084F964E5514010D4E24FEBD640400B0B07D8C9E2514010F87B752CDD40408CABFF5F3BED5140A7A901C00BE540400F0913DE24F05140E036607408ED4040,FR Peshawar,FR Peshawar,0.987925,0.025283,Federally Administered Tribal Areas,FR,50,48,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000002F000000A76CBB0220894F4000EAEF7F13A43A401F217EE790904F40207E296651943A4017AD46C5AA8B4F400F7991C65C853A405F7731F8F8984F40808103E862703A40187686BB92B44F40D0C0996520813A400FDB547FCDCB4F40E0F8D3286E5B3A40470204E28CCD4F40509E818791433A409835B43FFDE74F4030483ABCB0503A406791AEDDB1F14F4020FA7B5C624D3A4068FA9F09A404504060B65444F6253A40081F61C3A00F504020C908DD122B3A403FBB4A5C64175040D028308815443A4054BBABDE741C5040B095211DC63A3A407069CD7CD61F5040F0DF6525462D3A40F416B04622205040B0F56864BE103A4088C2F3F80D185040A080BEFA92003A402453BE23B111504080F9419D51C03940788A7F188D165040D0AFD716CFA33940C8AF5A15460D5040F07F3C8D7C9B39406C18254CF10A50403FDB87F74A8F3940DFE1825DE2FF4F40B0BC6DBCB19C394008E6FA85F5E34F40103E3667D48E3940E896D906E0BB4F401F3D52024D683940A7F2A39F5AAD4F403064D3BBE47D39404F9B3ADF8A844F40D0EDFB47958739404F68D3A7D37D4F40605DD13CEA983940D8C7F560E9664F40407EB4A1E69039406FB7689EC4334F403FB57A1FDB8D3940A89C543BE30F4F4060D997673E793940C7ADEF43EE064F40B09E9CBC46823940DF1BFF63780E4F4050FCBD433D933940389E213FC5094F40C086C3E1D3AD39407FDDC52777014F402F306F97C9B63940C831767AE8FA4E4080685ADC39A93940EF9972903BE74E4070AAC2F76AB3394048382F4AD2E34E40B08A00434AD13940A83FFFDFA0EA4E40EF05FF7FCD2B3A4068B9FFDF74EF4E402F6700402A3F3A40F050FF9FD3074F40907EFE3FBF503A40F0BA004065104F40501E01A05F613A40D873FE1F29244F40802E02E0BD5B3A40F822FEBFD0204F404F0FFDDF2B723A40F0D8FE1F54284F404FF6000064873A40D83600C09E374F401029FF5F71913A40370BFFBFD74D4F40CFFAFE5FC3953A4038A90060AC634F4040A6FFDFFBA63A40A76CBB0220894F4000EAEF7F13A43A40,Kech,Kech,8.328577,2.201555,Balochistan,District,24,22,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000250000001CBE128B6F8A50400F2DD7C461543D4020263FBFD18650407FDE6E07222D3D40C31405005089504050B40A0094133D4030268CD5CF875040CF9B09D672F03C402CA10000E4805040B060E9FF9FBB3C40CB388DE4D4855040D09D1E581AB93C40E0D85402638550409055DA7E97A23C40B869EC7B707F50405009E7B884793C407076915AF3785040F01159D89E5B3C40CC4ECE548C6F504090F4B68FCB503C403B0A433D406F50409F708C2B79503C409C0AD07FF36E504040EAF22A26503C402BDC4C40F75C5040B06C6A8B1A2E3C401000B8FFFA5650408F908068511C3C4020A5073BFB515040404CD26246353C404038EAAFCC51504090EEC9C9CC673C408CA982E4844D504030D2B06C26823C403862FC610C445040C0D00B43D3763C405F8EA333EC3F50404FC55CA0CF723C401C7FEB24853D50401FFD2528739E3C4054F9FA5F293C5040603367B4DFA73C40900AF8403F3B5040C15ACAF752AC3C405415E9FB5F3A5040401D9A6BCAAE3C4074042C23703A50404FB4BBB1D6AE3C4020663D23703A50408F5531C6D6AE3C403CAF35C9743A5040DF1DCE4DDAAE3C40700EB0449D4250401FD79EB385CB3C40C8A12C4A454A504070C62F368CD03C405026184892575040807C5392F1F73C4050590AF60F5950400072C59BD9FB3C40C45735957A5E5040D082319C6D083D40202B0603A9655040416B4E31E9073D403017D01BB96F5040CFFB49C611253D40FC01C73F7C77504041FD978DE5203D400C43E3989980504010F6FD7C8E323D40183DEABE4886504020BC46E28E593D401CBE128B6F8A50400F2DD7C461543D40,Kharan,Kharan,4.274836,0.758576,Balochistan,District,25,23,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000025000000743C8A7CE9635140103A842AC8723E40343BE7A9546F5140B0531D08BF5B3E402460CDFC0766514090A64CFC48233E40005D9782045C514070FF47D6D8193E40ACF2D43CDC5951409081E348780B3E404CC14F4F6D555140BFA040B036023E406830DA7F824B5140D006D3FE02023E40A089FA3A9B42514090A0C899E4F93D4000F6589A703C5140B06AEE7C3C073E40384D6BDF7D3351409FB7C904EEF23D4093D953628B235140E06CBEC057EA3D40041E9338341A5140D062893B1E043E409048031F530D5140CF2CFA867C2C3E4004EA1B86541551405F3B60E3DA293E40D0C40FA6911D51404F12801976303E4010BC83D942245140108E66B9D64A3E40D83BC7D16D0F514010AB0B0F15753E4070FA94E8800E5140F03BBEE471873E4058B5B2813002514060670C99FC8A3E40939DFA1BCCFC5040E0A41C01AF7C3E409871E6A1EBF1504071BC2412F1803E402748A460DCEC50406F2CD71CEF973E40048B00BFBBEC5040AF031998839E3E40436D9F8912F450406F9D7565929D3E408C1C15FD0AFC5040808BABD61EA83E404436A9894FFD50404F8C9576179A3E40D367BA3366095140BFB565D6CC9C3E40E49701602F1051403FEAD4DBF28B3E4080F03B5A52175140003F2B28AF953E400897FEFB861D514060E1091DCC883E40F4D745183B2951406F52F4B932933E404054D7FE21315140A09234997A823E40D4B97C1E444151406067AB6604983E404C61851B0A495140AF8520C5EDB03E40EC060525604E51409FB85E4087A03E40A8CB5017E154514050581C05FD9E3E40743C8A7CE9635140103A842AC8723E40,Loralai,Loralai,6.269535,0.762726,Balochistan,District,31,29,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000036000000D023A3291BCF50407FB61D3F4BB73C40F7721C3D72CD5040E0EF61C8B77E3C403C18C61DF4D4504080F2F405B4673C40C0E87D261AD95040D0F1E266AA3A3C4008BFFF3F3BD9504070740080E0E83B4064B8FFDF97D5504030DDFFFFB6B93B407C6FFF1FEBCF504030190100E3A53B400899FF5FB4CB5040D0AF002045883B407F6485DF35CB50404FF12C7F7B723B40840A00801EC8504080F9FF9F20453B40AC76FF5F47CA50400F0F0000E3103B40C4A0FF9F8FC8504080B8FFBFC6E03A409826002061C95040C03DFDBFB7C43A40B7327922ECC750405012E74731A73A40ECFAD3B9A5BE50407FD172C4A4953A40F8F0323818BF504030E164DF9F813A40C758781C62C9504070F3DBE152463A408426F60399C7504040B83DA501FE3940208E20D895C8504030582C8421DA394088EA1A41F1C55040D009B084D3BE394074F510E3E8BF50402024D3040BBC3940AC85F07DC3B95040A0D81A430CFD3940C377B6E113B550400F47759CCD403A40C09E28B8E3B15040AFE955B89D543A404BBCF7B834B050409F90AE3071773A40581393662B9E5040E048FAC32F6D3A4044C499191E90504020924C9DDA7A3A40E74A62FB058C5040F0A115DBD8913A40A86D6767B8865040A05A223ADB7C3A405440C0C33485504050BA1023105E3A40383C6BA5C8825040A06EAA41D95F3A40708380E4B87B5040604E4399B18A3A4070CA8C9B957B5040308F49BCA19C3A4017216CBF0B80504050B5F2BB26D63A4040B901BD4183504000A7738170193B40F81B9D1EF37F5040408D77073C253B408448E7A55E7A5040B04B7961AD233B40B4744324F8745040A04CB823B34E3B40406FC841CF715040F0255F01805B3B403CFE8C28F365504050818701E36A3B40B4DD66037D6D5040AFC8EA4558873B407C4D43863D6C504000A7B8D824953B407C5817DACC735040E0EB15A0E3CF3B40384684427A7D50401F937C5B33F03B40F4124BA35E885040F07F94A527F63B4000E4BEBA8E905040301ADBA25A0D3C4004F12BE0F69F504070D7E462C52A3C4098BA14A73CA150404F896A852C493C402048F397749B50402F9DEAFFA16D3C40CCE03F1822A15040C0315902F78C3C40D7FC41E627A8504090CC3F407B953C403CF9F9828DB15040001FF49DB8D03C4068D8375F94D15040C09FBF2363DB3C40D023A3291BCF50407FB61D3F4BB73C40,Khuzdar,Khuzdar,9.862301,2.82625,Balochistan,District,26,24,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
