the_geom,district_agency,districts,shape_leng,shape_area,province_territory,status,objectid,cartodb_id,created_at,updated_at
0106000020E610000001000000010300000001000000290000004C61851B0A495140AF8520C5EDB03E40D4B97C1E444151406067AB6604983E404054D7FE21315140A09234997A823E40F4D745183B2951406F52F4B932933E400897FEFB861D514060E1091DCC883E4080F03B5A52175140003F2B28AF953E40E49701602F1051403FEAD4DBF28B3E40D367BA3366095140BFB565D6CC9C3E404436A9894FFD50404F8C9576179A3E408C1C15FD0AFC5040808BABD61EA83E40436D9F8912F450406F9D7565929D3E40048B00BFBBEC5040AF031998839E3E4024DE57E465EA5040509F03A269B03E40B48C12A747DF5040D051955CC5AB3E409427FC8315DE50403087F89D4CDF3E40387F3DA1AFE45040201DB88EE1E53E40E38125704CEF504011802857AE063F40D4E1F7C126F450408FC5D77D151E3F401464966F82E5504040E13158B6293F405CB9488D7CDC5040DFCF3DC5A53B3F40404160FBB4E7504090949CBEC1463F402C0D91DA8CF25040E0DBA5844B5B3F40588799826BEF50407F99F7402F6A3F40945BA6D98FE8504020729D8193663F40441D13BA73E4504080C0DFB3E1883F40407ABBFEC8EC5040003860C5F6843F40A0966A2D50F450400F3652AEED983F4034CF2039530151406F2D6461037F3F40D4F1D3E2360F51406F2FD3BDB7533F403CDB023E631851409010A3EB8F483F40D0A81B7C1C265140C1458BBF115B3F40AC2570E3FD295140E03011760E553F40F409DDBD992A5140E0D1E3E37D303F40D082868A132D51406F23AC3700193F40C491DB7F5B335140F0458881FE263F405848197A22475140C0357A82AA243F40D0BAE69FBB4D51407068CAB8A9163F408333C7BE7453514070A9005D6AFC3E40F47607BC1D505140F123AB45DCD63E40DCA05A05A64351407F26087DBCC13E404C61851B0A495140AF8520C5EDB03E40,Killa Saifullah,Killa Saifullah,6.910679,1.171068,Balochistan,District,28,26,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000430000005C64C8C08AD450400F1CF4C3F4A33940F01D00809DCF50401090FE5FFE853940740B00E073CA50407039FF5FD6733940B864002062CA504060830060396539402C220000BEC5504010440040C03D3940A021008088C0504040A200E08D2939409852FF1F7FC050401F550000D719394050A8FFBF9EBA50403099FEFF81033940C84100808CB25040E0190000F5F7384050B87426FDAC5040809F8C4487E4384084BEFFBF10AD5040E028FF7F26153940E4C8FF9F2FAF50407FA700C04A323940F00000A069AB5040E0EBFCBF6745394078A1FFBF0BA4504090AAFD3FAC5939406069FF5F07A6504040F8FD3FCE6C394004E5FFFFBFA35040AFDD03C029883940A05E00C0DB9C504020ECFF3F789B3940484E00A08A99504000C800806195394064EC00603593504020ED00E0A69F39400415FF9F778D5040BF7FFD9F2A9A394044BDFFDF70885040E0B70020D189394014680080CF875040E0E6FFBF647939406BA9FF3FF1955040E096FD9F278D3940BC3C0000C69F504090AB00007775394094D2FFBF60A05040F068FF3FC267394054C500209A9450401FCA00408A773940A0FCFFDF08885040006104C0627339404B65FFDF1D7D5040CF75FF9FC56939404472FF5F3974504030C60380E06939409C3200E00569504090D4FCDFBD5939404C87FF7FBF575040C0D60080E7633940C090FFDF2F5150404FD5FEFF97623940B4790ECA3C4F5040D06C6FF12B583940B473A6D80E4D5040901CACA38766394038A3B37B004D50402040135BA98E39404C0190DEAC5550400077CE7D4C97394078097FA2CC5D5040C0B60CA7BDA93940647A33856B625040A01670DF818E3940205B129CE06250405FC92B66266F394014C43E99F86F5040000FD5D9DC833940103810C3367A5040C0BF4AA73A7F39406CDB69E63A81504090AAD5DE09743940B808193E7A84504060444266EC793940A0CD3787998C5040903DFED94AB1394010844C3CA49050403030190192D93940A8E8E99BE28C5040E07B725D47293A40336434E4638A504010FF26C57D463A4044C499191E90504020924C9DDA7A3A40581393662B9E5040E048FAC32F6D3A404BBCF7B834B050409F90AE3071773A40C09E28B8E3B15040AFE955B89D543A40C377B6E113B550400F47759CCD403A40AC85F07DC3B95040A0D81A430CFD394074F510E3E8BF50402024D3040BBC394088EA1A41F1C55040D009B084D3BE3940208E20D895C8504030582C8421DA39408426F60399C7504040B83DA501FE3940C758781C62C9504070F3DBE152463A40F8F0323818BF504030E164DF9F813A40ECFAD3B9A5BE50407FD172C4A4953A40B7327922ECC750405012E74731A73A402CF5FF7F5DCB504020970100B4783A40405DFFDFFED0504000EEFD7FD2583A4078B9002002D75040309B006064263A40405CB40171DA504080C9C35E52163A40A0DAFF3FC9D95040B0D9FF1FD4CA39405C64C8C08AD450400F1CF4C3F4A33940,Lasbela,Lasbela,11.873281,1.265273,Balochistan,District,30,28,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000000F0000007B6F0708918D514020DB9332C0D03F4060310060258D514010310280EBBE3F4080DCFF5FC69151403F0F0060CEAD3F40580CFF3F719951402F2DFF5F7E423F4068E0FFFF0D9B5140AFD8FC7FB43E3F40DC230000E49951406FC2016028333F4048A3FF9F66925140AF56FFFF5D2A3F403062FF7FCC9051402FE7FEDF7C333F400CE3FFFFD4915140CF310060C4653F40A85900C0B0905140118400A0E8813F403F3567EA5A83514060DDE52AFA653F408CC2FF1F29815140C099FEBF12823F40E4FFFF3F247C5140F093FE9FAC8B3F4044742E87367D51406F661851FEE43F407B6F0708918D514020DB9332C0D03F40,FR DI Khan,FR DI Khan,2.418239,0.157607,Federally Administered Tribal Areas,FR,47,45,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001B000000B4B0403EFBC75040A193346CBAF13D40D4E0188557C950405011101D1CCD3D40C44A87DC92D15040806E333A05B43D404C903B69EAC7504040334F5306833D402CA9963FFBC3504000FA653CD96E3D400CF15FC235B450403F955603816E3D406CE6D45FF4B650400F6F1EBD798C3D4014ADF64363B25040A035D9A3938F3D40DCD12C646BAA5040BF9039BBA2723D408C1DD2416BA75040E004B2B961763D40B0F6C1C491A850402FA464239B9D3D40C4031A1DD2A1504030A26E249A963D403C190300E5955040002A15004C563D40BC4AB783568C5040D02C84705D623D407006E246FF935040503B497CC4A13D40F487881CCC915040EF44284035BF3D40F0E2A3FA61935040C04D365DADD83D404B4ECFDB83905040E0A7B29B51DC3D40C49329E927915040CF6FB04070DF3D408C104546C09B50403FC00816A3DA3D408CDB7B8257A05040110B066452CF3D40FC22A2FCBBAB5040FF559446C1233E4074A55084B7AE504030A1B87BF7253E40D3C77A3E71B55040F0BDE679BB113E4010FF153FAFBC5040AF209547170C3E40201E1FEC7BBD504080CAECA0E4FA3D40B4B0403EFBC75040A193346CBAF13D40,Mastung,Mastung,4.080624,0.439416,Balochistan,District,32,30,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001A00000048A3FF9F66925140AF56FFFF5D2A3F40E00100E029905140B0E9016001E23E40B44C0020CF8D5140D008FEFF4ACA3E40785E00A0AD85514030C2FF1F8FB23E40C70E00007B8551408013FF9FC9973E40C83B0080DB7F5140901000C014723E4048EA37D0837D51409080C74C98523E40FC23F7E8467351405F56F4CD834A3E40343BE7A9546F5140B0531D08BF5B3E40743C8A7CE9635140103A842AC8723E40147B311AC8615140203C7C64CB893E403C86DE59FE5D5140402106605D8A3E4028D9665CF1615140C166CC79BBA93E40B43CCE3F0A62514020C129A28CBF3E4088FED5BFA96851403F916E5BC7D83E403CB1CE83F76D514040885ABB20FC3E40688A43FB8E6C5140CF0BDF1B732E3F40947393600E6E5140FFA8F85008463F407840DC6ABA7451409055FAD72F4B3F40F0DF51198C7B514041E4211F703F3F40907AE7E2D48151407174DD36BC4D3F403F3567EA5A83514060DDE52AFA653F40A85900C0B0905140118400A0E8813F400CE3FFFFD4915140CF310060C4653F403062FF7FCC9051402FE7FEDF7C333F4048A3FF9F66925140AF56FFFF5D2A3F40,Musakhail,Musakhail,3.867313,0.556523,Balochistan,District,33,31,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000001600000074137AF6AE1C514070FB78C38BAC3C40B7D3804A9418514040FEEC74C9A43C40E3EB2DAB7118514030321069D3A33C4068E7F24A7C185140C0AAC9790E903C40881EF2446F18514070DDCB3F9E733C40EBECCCE4090D5140C09CCC90DD703C40341D87A10C0551405089F409EE623C401844EBC28A04514090561F5B03573C40772E9A43DAFC5040205009BFFB3C3C404332968F6EF35040D0A8F8671C343C40DF9E0A0B87EF5040B09C8D973B6D3C401C09F11876F250402042B003C18D3C403C1FA511A9F1504010C39F62AD9B3C40F4E9937CB9F750401FA7EAA3DB9B3C40DF462A5F56F750405F85632655AA3C409CB457DD84015140301CD9F9A3B83C4068882851800151402086594040C73C40FC3C53383A0F5140CFD918C119DC3C409B4C22E09A1051405036075CF8FB3C409812C2E38018514060A2D7B8AB0C3D401064EFE6971A51405028201A43F73C4074137AF6AE1C514070FB78C38BAC3C40,Nasirabad,Nasirabad,2.84252,0.29747,Balochistan,District,34,32,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000100000001CBE128B6F8A50400F2DD7C461543D40183DEABE4886504020BC46E28E593D400C43E3989980504010F6FD7C8E323D40FC01C73F7C77504041FD978DE5203D403017D01BB96F5040CFFB49C611253D40202B0603A9655040416B4E31E9073D40C45735957A5E5040D082319C6D083D4008F1263AB6505040C0E68C1DD9693D4090CC3B80464850409F17DA14388D3D4050786A41FE715040A0C49B5047B93D404B4ECFDB83905040E0A7B29B51DC3D40F0E2A3FA61935040C04D365DADD83D40F487881CCC915040EF44284035BF3D407006E246FF935040503B497CC4A13D40BC4AB783568C5040D02C84705D623D401CBE128B6F8A50400F2DD7C461543D40,Nushki,Nushki,3.308125,0.545267,Balochistan,District,35,33,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000170000004085FF3F63DA5140184700E03B15414024DCFF9FA8D7514020BBFF7F220B414088070040BFDB514038C200A0D9EF40409CD6FFBF26E15140E8C8FE1F99E740409CFF065031E05140D86D87E826E04040C00075675DD65140982C7B27CDE14040049EB99D5ACD5140A874335EFFEA4040F043563728BE5140E836277FFDEA4040B02E3BD100BF5140502E86E2CCE5404068A1975CA8AC5140984B817EA3DE4040F49346CEF6A65140A068AE4F42E34040041C790F84A4514080DE595ACBEB4040F0897173C09F514088012C0E1EED40400861D4AB709C5140B0EAB095DBF94040F4E088E225B15140A84607C338FA4040944DB7E0E1C4514078CAFB4A000841402834BEA211C85140C0EFD865CA1441407C7379C5CFC7514098616FDB3322414074AD3FDBCDCA514020E860E4FD2A41406C27A0BA80CF5140E8689E87F629414088A806032CD451406731DFED4E214140C8EE995F95D35140A03362BC641541404085FF3F63DA5140184700E03B154140,Khyber Agency,Khyber Agency,3.448591,0.267982,Federally Administered Tribal Areas,Agency,52,50,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000002E0000001402ECA209205040B0BE28C7C5273B401860A83D0720504080AF1A9D36273B40577A77A6AF1F5040207EB680EC1C3B40AC0A1EDB662C50400FB8EEFC1E013B400CA9C046EC405040D055DE04B02E3B400CEC80E466455040206DC1A75E083B40906E01A5984B50406074C876DD053B40A45B4F78F95150400F6A1A648DE33A405CB4687C855550402075346839E53A4048DF6F1A1A535040B0CEAF60A9CD3A407C8A09822F4850400098375C49A13A409C74B2BD8D3A50401F7E0E4663733A40083008A5C63A504070EE305C205E3A4094B1F980811C5040008849BB915D3A4054BBABDE741C5040B095211DC63A3A403FBB4A5C64175040D028308815443A40081F61C3A00F504020C908DD122B3A4068FA9F09A404504060B65444F6253A406791AEDDB1F14F4020FA7B5C624D3A409835B43FFDE74F4030483ABCB0503A40470204E28CCD4F40509E818791433A400FDB547FCDCB4F40E0F8D3286E5B3A40187686BB92B44F40D0C0996520813A405F7731F8F8984F40808103E862703A4017AD46C5AA8B4F400F7991C65C853A401F217EE790904F40207E296651943A40A76CBB0220894F4000EAEF7F13A43A40A04FFFDFA7954F4040D80020B5A53A40195800E097984F4070BCFF1FEFD73A40A8BCFF9F44A34F40AF70FF7F61DD3A4008130080C1A04F4070B8FD5F3C153B4080BAFE7FA2A84F40E00D00207F233B4027BBE549C29F4F40E05E02105D353B40592F4C00AEB54F4090484A1CDE313B40102B9EA8AADC4F40301BD6B3513C3B405096485809DE4F405075ADC5853C3B40D70472E137DF4F40901A90BA1B3D3B4067C0A0E5B9E94F408015AEF98C413B4080291F7896F34F40EF4F47D9FE253B40B011EEA791FF4F40806C37C3B5163B40A8F7B9D8F4075040206B197C2B123B40C07A89020515504050D7F5FD123D3B406CDDCEDC471B5040109A30C398493B4067FD90C7091F5040500CCF246D333B408F714256F01F5040B01547D3742A3B401402ECA209205040B0BE28C7C5273B40,Panjgur,Panjgur,7.207113,1.595175,Balochistan,District,36,34,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E61000000100000001030000000100000025000000048B00BFBBEC5040AF031998839E3E402748A460DCEC50406F2CD71CEF973E404CD7DFBDAEE55040BF50E77E5A963E40941580C9CAE15040DF10CB7128843E4054DA4824C6DC504070BAE025C0953E40E48F488680D75040002F51251D963E40C4F0834696D1504080F4D72121883E401B29725C01CE5040904449C799713E40EC0AC3EE01C850402079528317703E40CC502B811EC3504040C208C89E5F3E404C3DCD18B7BD5040CF26011EC7643E40348F2DD4B2BA5040309E021D39793E400CC1948302B7504001E83E67FA773E403086D7E2F9AC5040A0BF25BF4F303E40381B9E399EA95040711C3E28282C3E40F4616B2E82A1504040239D85EA383E407060F077D3A05040AFF80F002F463E40B4DA3FBFA1A4504010742F8B717B3E4030608210F4A35040B0796D4436953E40A8D2169755B65040903D40EDD8943E40C8282EF91CB15040CF1016DABCBF3E40CFD8A8FC62B5504050C6B38244DB3E40989CFC3BA6B65040708B0BFF0EF43E4060ADAF32EBBA504050461696A9EB3E404047E2DD7CBF5040FFEB211826F93E4030437A9754C45040C0FC744D1FF03E406C05C7F446CE50402FA2E2FEA2083F402C733FE5C4D0504040F8B50FFA343F405CB9488D7CDC5040DFCF3DC5A53B3F401464966F82E5504040E13158B6293F40D4E1F7C126F450408FC5D77D151E3F40E38125704CEF504011802857AE063F40387F3DA1AFE45040201DB88EE1E53E409427FC8315DE50403087F89D4CDF3E40B48C12A747DF5040D051955CC5AB3E4024DE57E465EA5040509F03A269B03E40048B00BFBBEC5040AF031998839E3E40,Pishin,Pishin,5.15591,0.573222,Balochistan,District,37,35,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000200000001B29725C01CE5040904449C799713E400F4A6CE254CC5040904DDDDD405E3E40FC651C9CEED15040A017823A37553E40ECA083A3C9D1504030AE109A35353E4098C4E71767DA504090EBAEE42C2D3E400C3C7BBBA7DB504070750F5E4B0D3E40F89C5B1EACD65040D0E878DE0D013E40D4DD2D4615D850401F3E1E8AE2EB3D40DB1A88C7BDD15040C03E281CA8ED3D4054AD718635CF50405FC776794CFA3D40B4B0403EFBC75040A193346CBAF13D40201E1FEC7BBD504080CAECA0E4FA3D4010FF153FAFBC5040AF209547170C3E40D3C77A3E71B55040F0BDE679BB113E4074A55084B7AE504030A1B87BF7253E40FC22A2FCBBAB5040FF559446C1233E408CDB7B8257A05040110B066452CF3D408C104546C09B50403FC00816A3DA3D40C49329E927915040CF6FB04070DF3D400491D3E4F596504060CC707475F93D4048FA63E8598F50409FE9E1640A163E40541CEAB5709650403083B157972F3E40E47373F8F99D5040E0EB4862A2283E40F4616B2E82A1504040239D85EA383E40381B9E399EA95040711C3E28282C3E403086D7E2F9AC5040A0BF25BF4F303E400CC1948302B7504001E83E67FA773E40348F2DD4B2BA5040309E021D39793E404C3DCD18B7BD5040CF26011EC7643E40CC502B811EC3504040C208C89E5F3E40EC0AC3EE01C850402079528317703E401B29725C01CE5040904449C799713E40,Quetta,Quetta,4.383484,0.351984,Balochistan,District,38,36,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000002000000013612C647D1951401FC1F096B7EF3D40443A887AC3195140AF96F3A5DBE73D406FCCFC5E5C245140B028FD5A2FD43D40181DA4C6A224514050DB22E287BB3D4028D54F26A71B5140E0D57E20C19F3D40D8044E4800115140603157A5E4A03D40C0781E3D650C514091246F18A6953D40E0960C1F5706514021E1B0C34D6B3D40D806187D580B5140C1F26121DC5F3D40ACBF211C89055140A0C02AE891573D40B3D98DFCF6FE5040701F1E131A603D401C4240A302F85040C08C252705553D40A457BC3F12F8504050D6DB5B076E3D4060ED0C83ECF35040B0CC5A2060763D4088CC65E7DBF15040BFF3A7C3BE983D40EBFCBC058FE050403F3D751A21B73D40546EE3A421DC50405F43CEBBE0E53D40D4DD2D4615D850401F3E1E8AE2EB3D40F89C5B1EACD65040D0E878DE0D013E400C3C7BBBA7DB504070750F5E4B0D3E409CE19EA53EE15040903D9F80EF073E4074196F61F7E3504090FF5BA0C3173E4077CBA45816EB5040E080FAB443203E4078912E3EA7F250407FE2A97C07103E40E0C5C33DD4F1504040B0603983043E403F7628BF3DFE50401F08F2BE9A053E406C8DDB26B50051407FB2B23CC8F53D40241D4B437EFE5040AF68D0F902D73D40C8FC0AE0D4015140701F393811D13D40703D95BB1F0451408F83CE6270E33D40880039A3741151405FA38E1BA0EE3D4013612C647D1951401FC1F096B7EF3D40,Sibi,Sibi,4.250401,0.463205,Balochistan,District,41,39,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000160000000861D4AB709C5140B0EAB095DBF94040F0897173C09F514088012C0E1EED4040041C790F84A4514080DE595ACBEB4040F49346CEF6A65140A068AE4F42E34040387303DB9AA75140A8135B4DB3D7404033B786D909B0514027DE9180A2D240403855F6260AB051404083E48DD2CA40400CA3FF9F7BAF51402872FFBFF2BD40401398002036A85140E0BBFF1FF3BC4040986900A0F19F5140C88C01E003B54040048584039EA25140304ADF4B96AC40403C8F2109BF945140C74C24189CAA404038FF09822F945140A847F1DEA1B24040E85C49DB1B8B5140400BB40435C3404027C537009C8C514040C1F1BC19D14040340BAC1DC488514057802F6387DB4040EFC191645C805140788DEC63E4DD40408C93093B687751400F44C9F2A4F64040473B4264767A5140E88DCB1CDB0441407C56789DF4825140D8F20714B30441407050B9E0488F5140F086A5F78FFC40400861D4AB709C5140B0EAB095DBF94040,Kurram Agency,Kurram Agency,3.049083,0.330521,Federally Administered Tribal Areas,Agency,53,51,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000120000004CF5B54D13E9514030EF60E8A6444140A090565432ED51401F15BFD32B3941405CF3FFFF23E25140A0BCFF1F832741403816FB1865DF514027B85A7E7F1C41404085FF3F63DA5140184700E03B154140C8EE995F95D35140A03362BC6415414088A806032CD451406731DFED4E2141406C27A0BA80CF5140E8689E87F629414074AD3FDBCDCA514020E860E4FD2A4140A40E7D9A6FC0514038CF36E7053B4140F80F793AB7BF5140C09E8FC702474140E8F5FCD992C55140A86B8C1D944B414057F8C66354C75140D028D372F05A41405CE54ECE0ECB514080AFA42C915D4140B42CA3413AD15140C89A4F32DC53414048294F2395E15140D0398A24CF56414048486FCEC5E25140C0FE2EFBAA4541404CF5B54D13E9514030EF60E8A6444140,Mohmand Agency,Mohmand Agency,2.519534,0.221933,Federally Administered Tribal Areas,Agency,54,52,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000004F0000005096485809DE4F405075ADC5853C3B40102B9EA8AADC4F40301BD6B3513C3B40592F4C00AEB54F4090484A1CDE313B4027BBE549C29F4F40E05E02105D353B40F00500A094974F400FFC00C0CE3D3B40EF6200C081874F400094FF3FB23B3B4018DA0060167D4F40BFBDFFBFF2313B4057F9006022694F4090D6FF9F5A363B40E872008007644F40A01DFF5F5D403B4078A9FF7F7D6D4F4050A9024013773B409F690C87A6664F4000D2ECEE89E33B4078188ACA2A6F4F408050436452EE3B402F373634A2714F40F07D818009F33B40A8537172EF724F4040F4BBE404F63B40BF7CDA7002734F408FDDA78C30F63B40A04101DCA8774F40DFFD55755B003C40D8A59A371A804F40F0225E47660E3C4070879D5DF6814F40E001F96ED5113C4051AF0C3E92824F40BF09B77EDB123C402FE73B622E844F40807FCF1350153C4047C13DC03D874F401079040E1C1A3C40A743E22B71884F402052BA42101C3C402130BD1D3F9A4F4000FE6B03D62E3C40F8535DC755A14F4040E41C5CCC463C40F07EBC0670E94F4070FF258D274E3C4047CAF9FF35F64F40E037F6FF0B613C4004C901006E00504030730100E0613C40149900001C085040A01DFBFFBB773C40E04853EB0C1A5040B074AB50FD853C40A7AA297FEB1F5040B0351B79929C3C409866181CEB3350404F53CAC8F2B13C40BC9A5701603A504070C41886CAAE3C4020663D23703A50408F5531C6D6AE3C4074042C23703A50404FB4BBB1D6AE3C405415E9FB5F3A5040401D9A6BCAAE3C40900AF8403F3B5040C15ACAF752AC3C4054F9FA5F293C5040603367B4DFA73C401C7FEB24853D50401FFD2528739E3C405F8EA333EC3F50404FC55CA0CF723C403862FC610C445040C0D00B43D3763C408CA982E4844D504030D2B06C26823C404038EAAFCC51504090EEC9C9CC673C4020A5073BFB515040404CD26246353C401000B8FFFA5650408F908068511C3C402BDC4C40F75C5040B06C6A8B1A2E3C409C0AD07FF36E504040EAF22A26503C403B0A433D406F50409F708C2B79503C40CC4ECE548C6F504090F4B68FCB503C407076915AF3785040F01159D89E5B3C40283BC0A3327550404054461EF8363C40D083CBFAC6795040AFF72F80492C3C4007C72959AE78504030E74C8552113C40A843525DB67D5040507B3EBF870A3C40384684427A7D50401F937C5B33F03B407C5817DACC735040E0EB15A0E3CF3B407C4D43863D6C504000A7B8D824953B40B4DD66037D6D5040AFC8EA4558873B403CFE8C28F365504050818701E36A3B40249DAB1879625040807EEC85FA413B40649FEE5F3A56504040F01120D6FB3A405CB4687C855550402075346839E53A40A45B4F78F95150400F6A1A648DE33A40906E01A5984B50406074C876DD053B400CEC80E466455040206DC1A75E083B400CA9C046EC405040D055DE04B02E3B40AC0A1EDB662C50400FB8EEFC1E013B40577A77A6AF1F5040207EB680EC1C3B401860A83D0720504080AF1A9D36273B401402ECA209205040B0BE28C7C5273B408F714256F01F5040B01547D3742A3B4067FD90C7091F5040500CCF246D333B406CDDCEDC471B5040109A30C398493B40C07A89020515504050D7F5FD123D3B40A8F7B9D8F4075040206B197C2B123B40B011EEA791FF4F40806C37C3B5163B4080291F7896F34F40EF4F47D9FE253B4067C0A0E5B9E94F408015AEF98C413B40D70472E137DF4F40901A90BA1B3D3B405096485809DE4F405075ADC5853C3B40,Washuk,Washuk,10.025232,3.573732,Balochistan,District,42,40,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000002E000000C8CE2C29F4625140D1161589E9F43F405044B818CA675140E053A8C01FD73F40749CDCFD00625140608E7F1F6E853F40C8A45C0671645140F0524210525B3F406C23E57F456E5140706477DD54533F40947393600E6E5140FFA8F85008463F40688A43FB8E6C5140CF0BDF1B732E3F403CB1CE83F76D514040885ABB20FC3E4088FED5BFA96851403F916E5BC7D83E40B43CCE3F0A62514020C129A28CBF3E4028D9665CF1615140C166CC79BBA93E403C86DE59FE5D5140402106605D8A3E40147B311AC8615140203C7C64CB893E40743C8A7CE9635140103A842AC8723E40A8CB5017E154514050581C05FD9E3E40EC060525604E51409FB85E4087A03E404C61851B0A495140AF8520C5EDB03E40DCA05A05A64351407F26087DBCC13E40F47607BC1D505140F123AB45DCD63E408333C7BE7453514070A9005D6AFC3E40D0BAE69FBB4D51407068CAB8A9163F405848197A22475140C0357A82AA243F40C491DB7F5B335140F0458881FE263F40D082868A132D51406F23AC3700193F40F409DDBD992A5140E0D1E3E37D303F40AC2570E3FD295140E03011760E553F40D0A81B7C1C265140C1458BBF115B3F403CDB023E631851409010A3EB8F483F40D4F1D3E2360F51406F2FD3BDB7533F4034CF2039530151406F2D6461037F3F40A0966A2D50F450400F3652AEED983F402CE88F84CBFC5040CF76D16727A23F4088EC40FC190451409FCE68CC0BB33F40DC9CC6005C0B51406F10250083D03F40F04CC0BF571251403FFBA59ACAC13F40244049E1AC1D514070E2E51985BF3F40F0DB553A7D2451409099008EF5D33F40743CEE02EB2C51408F96BABF16C53F40A0CBC11DE32D51403040614F57B23F40B4FF151B84335140F05B0EAE279C3F4054519804A4395140EF1F6E30EB993F40D0D5DD618C47514090FF87F808B43F4010C04F99A54C51409000718330D93F40ACDACCF6895451404FD1621DAFF33F402853FFBF7A615140C0DE01E0C0F93F40C8CE2C29F4625140D1161589E9F43F40,Zhob,Zhob,7.769499,1.131691,Balochistan,District,43,41,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E610000001000000010300000001000000180000002748A460DCEC50406F2CD71CEF973E409871E6A1EBF1504071BC2412F1803E40939DFA1BCCFC5040E0A41C01AF7C3E4058B5B2813002514060670C99FC8A3E4070FA94E8800E5140F03BBEE471873E40D83BC7D16D0F514010AB0B0F15753E4010BC83D942245140108E66B9D64A3E40D0C40FA6911D51404F12801976303E4004EA1B86541551405F3B60E3DA293E409048031F530D5140CF2CFA867C2C3E407031C5EE510651409FD66BE5D6423E40F03FAAB19BF750404F07286634583E4014A96DA673F05040C0610EC51D5B3E409B35797C50E550405FE57E7BFA463E406C83A31A5BDF5040F07925DBBB503E40FC651C9CEED15040A017823A37553E400F4A6CE254CC5040904DDDDD405E3E401B29725C01CE5040904449C799713E40C4F0834696D1504080F4D72121883E40E48F488680D75040002F51251D963E4054DA4824C6DC504070BAE025C0953E40941580C9CAE15040DF10CB7128843E404CD7DFBDAEE55040BF50E77E5A963E402748A460DCEC50406F2CD71CEF973E40,Ziarat,Ziarat,3.664366,0.30705,Balochistan,District,44,42,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000000D000000DCC6203DA5F05140983D0A4CF8534140C83700E072EB5140702EFF7F384F41404CF5B54D13E9514030EF60E8A644414048486FCEC5E25140C0FE2EFBAA45414048294F2395E15140D0398A24CF564140B42CA3413AD15140C89A4F32DC5341405CE54ECE0ECB514080AFA42C915D4140A7F8AE9BE2D15140283ECDB80A6741409BC07CBFD4D35140B762CF527D704140903CCE19A9E05140D8C3082D157E41400473FEB731E7514050347320A96941409C38C01BCCF051408881ECE7B5644140DCC6203DA5F05140983D0A4CF8534140,Bajaur Agency,Bajaur Agency,2.060383,0.134514,Federally Administered Tribal Areas,Agency,45,43,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
0106000020E6100000010000000103000000010000000E0000008466523E06B05140F0C73780CD9B40404C0A00A035B85140A83700804B9740406454E88AE8B251408814A8EB488C4040C84BFF3FBDAE5140083F00209E874040A48D006096A15140C05F0020FB864040F08F0060519A5140B0820040B86F404070EBFFFF309A514050E3FFFF526F4040F893C24EAF98514018040F8EFF61404083BD61A0BA9051407FC97713725D40407CE418E58994514060F1978A8864404084CAEB4A8E9A514050A81EB45D8740408C2FDF1737A15140780F28C67A9840409485E9E91FA8514028BBC9D84FA140408466523E06B05140F0C73780CD9B4040,FR Bannu,FR Bannu,2.145786,0.078854,Federally Administered Tribal Areas,FR,46,44,2015-07-06 09:49:19.519414+00,2015-07-06 09:49:19.519414+00
